anum,paper,family,table,lines,kinds
A297746,papers/A297/A297746.pdf,marked-value-neighbours,,1,order
A297749,papers/A297/A297749.pdf,marked-value-neighbours,yes,9,order+recurrence
A297750,papers/A297/A297750.pdf,marked-value-neighbours,,1,recurrence
A297751,papers/A297/A297751.pdf,marked-value-neighbours,,1,recurrence
A297752,papers/A297/A297752.pdf,marked-value-neighbours,,1,recurrence
A297757,papers/A297/A297757.pdf,marked-value-neighbours,,1,recurrence
A297758,papers/A297/A297758.pdf,marked-value-neighbours,,1,recurrence
A297759,papers/A297/A297759.pdf,marked-value-neighbours,,1,order
A297762,papers/A297/A297762.pdf,marked-value-neighbours,yes,9,order+recurrence
A297763,papers/A297/A297763.pdf,marked-value-neighbours,,1,recurrence
A297764,papers/A297/A297764.pdf,marked-value-neighbours,,1,recurrence
A297765,papers/A297/A297765.pdf,marked-value-neighbours,,1,recurrence
A297797,papers/A297/A297797.pdf,marked-value-neighbours,,1,recurrence
A297798,papers/A297/A297798.pdf,marked-value-neighbours,,1,recurrence
A297799,papers/A297/A297799.pdf,marked-value-neighbours,,1,order
A297803,papers/A297/A297803.pdf,marked-value-neighbours,,1,recurrence
A297804,papers/A297/A297804.pdf,marked-value-neighbours,,1,recurrence
A297809,papers/A297/A297809.pdf,neighbour-count,,2,gf+recurrence
A297810,papers/A297/A297810.pdf,neighbour-count,,1,recurrence
A297811,papers/A297/A297811.pdf,neighbour-count,,1,recurrence
A297812,papers/A297/A297812.pdf,neighbour-count,,1,recurrence
A297813,papers/A297/A297813.pdf,neighbour-count,,1,recurrence
A297814,papers/A297/A297814.pdf,neighbour-count,yes,7,order+recurrence
A297817,papers/A297/A297817.pdf,neighbour-count,,1,recurrence
A297818,papers/A297/A297818.pdf,neighbour-count,,1,recurrence
A297819,papers/A297/A297819.pdf,neighbour-count,,1,recurrence
A297820,papers/A297/A297820.pdf,neighbour-count,,1,recurrence
A297821,papers/A297/A297821.pdf,neighbour-count,,1,order
A297823,papers/A297/A297823.pdf,neighbour-count,yes,5,order+recurrence
A297852,papers/A297/A297852.pdf,neighbour-count,,2,gf+recurrence
A297853,papers/A297/A297853.pdf,neighbour-count,,2,gf+recurrence
A297854,papers/A297/A297854.pdf,neighbour-count,,1,recurrence
A297855,papers/A297/A297855.pdf,neighbour-count,,1,recurrence
A297858,papers/A297/A297858.pdf,neighbour-count,yes,5,order+recurrence
A297860,papers/A297/A297860.pdf,neighbour-count,,2,gf+recurrence
A297861,papers/A297/A297861.pdf,neighbour-count,,1,recurrence
A297862,papers/A297/A297862.pdf,neighbour-count,,1,recurrence
A297866,papers/A297/A297866.pdf,neighbour-count,yes,3,order+recurrence
A297870,papers/A297/A297870.pdf,neighbour-count,,1,recurrence
A297871,papers/A297/A297871.pdf,neighbour-count,,1,recurrence
A297872,papers/A297/A297872.pdf,neighbour-count,,1,recurrence
A297876,papers/A297/A297876.pdf,neighbour-count,yes,4,order+recurrence
A297883,papers/A297/A297883.pdf,neighbour-count,,2,gf+recurrence
A297884,papers/A297/A297884.pdf,neighbour-count,,1,recurrence
A297885,papers/A297/A297885.pdf,neighbour-count,,1,recurrence
A297886,papers/A297/A297886.pdf,neighbour-count,,1,order
A297889,papers/A297/A297889.pdf,neighbour-count,yes,5,order+recurrence
A297901,papers/A297/A297901.pdf,neighbour-count,,2,gf+recurrence
A297902,papers/A297/A297902.pdf,neighbour-count,,1,recurrence
A297903,papers/A297/A297903.pdf,neighbour-count,,1,recurrence
A297907,papers/A297/A297907.pdf,neighbour-count,yes,4,order+recurrence
A297909,papers/A297/A297909.pdf,neighbour-count,,2,gf+recurrence
A297910,papers/A297/A297910.pdf,neighbour-count,,1,recurrence
A297911,papers/A297/A297911.pdf,neighbour-count,,1,recurrence
A297915,papers/A297/A297915.pdf,neighbour-count,yes,4,order+recurrence
A297917,papers/A297/A297917.pdf,neighbour-count,,2,gf+recurrence
A297918,papers/A297/A297918.pdf,neighbour-count,,1,recurrence
A297919,papers/A297/A297919.pdf,neighbour-count,,1,recurrence
A297923,papers/A297/A297923.pdf,neighbour-count,yes,4,order+recurrence
A297937,papers/A297/A297937.pdf,neighbour-count,,1,recurrence
A297938,papers/A297/A297938.pdf,neighbour-count,,1,recurrence
A297939,papers/A297/A297939.pdf,neighbour-count,,1,recurrence
A297943,papers/A297/A297943.pdf,neighbour-count,yes,4,order+recurrence
A297945,papers/A297/A297945.pdf,neighbour-count,,2,gf+recurrence
A297946,papers/A297/A297946.pdf,neighbour-count,,1,recurrence
A297947,papers/A297/A297947.pdf,neighbour-count,,1,recurrence
A297951,papers/A297/A297951.pdf,neighbour-count,yes,4,order+recurrence
A297953,papers/A297/A297953.pdf,neighbour-count,,2,gf+recurrence
A297954,papers/A297/A297954.pdf,neighbour-count,,2,gf+recurrence
A297955,papers/A297/A297955.pdf,neighbour-count,,1,recurrence
A297959,papers/A297/A297959.pdf,neighbour-count,yes,4,order+recurrence
A297972,papers/A297/A297972.pdf,neighbour-count,,2,gf+recurrence
A297973,papers/A297/A297973.pdf,neighbour-count,,1,recurrence
A297974,papers/A297/A297974.pdf,neighbour-count,,1,recurrence
A297978,papers/A297/A297978.pdf,neighbour-count,yes,4,order+recurrence
A297980,papers/A297/A297980.pdf,neighbour-count,,2,gf+recurrence
A297981,papers/A297/A297981.pdf,neighbour-count,,2,gf+recurrence
A297982,papers/A297/A297982.pdf,neighbour-count,,1,recurrence
A297983,papers/A297/A297983.pdf,neighbour-count,,1,recurrence
A297984,papers/A297/A297984.pdf,neighbour-count,,1,recurrence
A297986,papers/A297/A297986.pdf,neighbour-count,yes,6,order+recurrence
A297988,papers/A297/A297988.pdf,neighbour-count,,1,recurrence
A297989,papers/A297/A297989.pdf,neighbour-count,,1,recurrence
A297990,papers/A297/A297990.pdf,neighbour-count,,1,order
A297993,papers/A297/A297993.pdf,neighbour-count,yes,5,order+recurrence
A298050,papers/A298/A298050.pdf,neighbour-count,,1,recurrence
A298051,papers/A298/A298051.pdf,neighbour-count,,1,recurrence
A298055,papers/A298/A298055.pdf,neighbour-count,yes,4,order+recurrence
A298057,papers/A298/A298057.pdf,neighbour-count,,2,gf+recurrence
A298058,papers/A298/A298058.pdf,neighbour-count,,1,recurrence
A298059,papers/A298/A298059.pdf,neighbour-count,,1,order
A298063,papers/A298/A298063.pdf,neighbour-count,yes,4,order+recurrence
A298065,papers/A298/A298065.pdf,neighbour-count,,1,recurrence
A298066,papers/A298/A298066.pdf,neighbour-count,,1,recurrence
A298070,papers/A298/A298070.pdf,neighbour-count,yes,4,order+recurrence
A298082,papers/A298/A298082.pdf,neighbour-count,,1,recurrence
A298083,papers/A298/A298083.pdf,neighbour-count,,1,recurrence
A298087,papers/A298/A298087.pdf,neighbour-count,yes,4,order+recurrence
A298089,papers/A298/A298089.pdf,neighbour-count,,1,recurrence
A298090,papers/A298/A298090.pdf,neighbour-count,,1,recurrence
A298093,papers/A298/A298093.pdf,neighbour-count,yes,5,order+recurrence
A298095,papers/A298/A298095.pdf,neighbour-count,,1,recurrence
A298096,papers/A298/A298096.pdf,neighbour-count,,1,recurrence
A298097,papers/A298/A298097.pdf,neighbour-count,,1,recurrence
A298100,papers/A298/A298100.pdf,neighbour-count,yes,5,order+recurrence
A298128,papers/A298/A298128.pdf,neighbour-count,,1,recurrence
A298129,papers/A298/A298129.pdf,neighbour-count,,1,recurrence
A298133,papers/A298/A298133.pdf,neighbour-count,yes,4,order+recurrence
A298135,papers/A298/A298135.pdf,neighbour-count,,1,recurrence
A298139,papers/A298/A298139.pdf,neighbour-count,yes,4,order+recurrence
A298141,papers/A298/A298141.pdf,neighbour-count,,2,gf+recurrence
A298142,papers/A298/A298142.pdf,neighbour-count,,1,recurrence
A298143,papers/A298/A298143.pdf,neighbour-count,,1,recurrence
A298144,papers/A298/A298144.pdf,neighbour-count,,1,order
A298146,papers/A298/A298146.pdf,neighbour-count,yes,5,order+recurrence
A298148,papers/A298/A298148.pdf,neighbour-count,,1,recurrence
A298149,papers/A298/A298149.pdf,neighbour-count,,1,recurrence
A298150,papers/A298/A298150.pdf,neighbour-count,,1,order
A298154,papers/A298/A298154.pdf,neighbour-count,yes,4,order+recurrence
A298163,papers/A298/A298163.pdf,neighbour-count,,2,gf+recurrence
A298164,papers/A298/A298164.pdf,neighbour-count,,1,recurrence
A298167,papers/A298/A298167.pdf,neighbour-count,yes,4,order+recurrence
A298175,papers/A298/A298175.pdf,neighbour-count,,1,recurrence
A298177,papers/A298/A298177.pdf,neighbour-count,yes,6,order+recurrence
A298179,papers/A298/A298179.pdf,neighbour-count,,1,recurrence
A298180,papers/A298/A298180.pdf,neighbour-count,,1,recurrence
A298181,papers/A298/A298181.pdf,neighbour-count,,1,recurrence
A298182,papers/A298/A298182.pdf,neighbour-count,,1,recurrence
A298183,papers/A298/A298183.pdf,neighbour-count,yes,7,order+recurrence
A298185,papers/A298/A298185.pdf,neighbour-count,,1,recurrence
A298186,papers/A298/A298186.pdf,neighbour-count,,1,recurrence
A298187,papers/A298/A298187.pdf,neighbour-count,yes,7,recurrence
A298189,papers/A298/A298189.pdf,neighbour-count,,1,recurrence
A298190,papers/A298/A298190.pdf,neighbour-count,,1,recurrence
A298191,papers/A298/A298191.pdf,neighbour-count,,1,recurrence
A298195,papers/A298/A298195.pdf,neighbour-count,yes,4,order+recurrence
A298215,papers/A298/A298215.pdf,neighbour-count,,1,recurrence
A298216,papers/A298/A298216.pdf,neighbour-count,,1,recurrence
A298217,papers/A298/A298217.pdf,neighbour-count,,1,recurrence
A298221,papers/A298/A298221.pdf,neighbour-count,yes,4,order+recurrence
A298225,papers/A298/A298225.pdf,neighbour-count,,1,recurrence
A298226,papers/A298/A298226.pdf,neighbour-count,,1,recurrence
A298230,papers/A298/A298230.pdf,neighbour-count,yes,4,order+recurrence
A298234,papers/A298/A298234.pdf,neighbour-count,,1,recurrence
A298235,papers/A298/A298235.pdf,neighbour-count,,1,recurrence
A298236,papers/A298/A298236.pdf,neighbour-count,,1,recurrence
A298240,papers/A298/A298240.pdf,neighbour-count,yes,3,order+recurrence
A298254,papers/A298/A298254.pdf,neighbour-count,,1,recurrence
A298255,papers/A298/A298255.pdf,neighbour-count,,1,recurrence
A298259,papers/A298/A298259.pdf,neighbour-count,yes,4,order+recurrence
A298275,papers/A298/A298275.pdf,neighbour-count,,1,recurrence
A298276,papers/A298/A298276.pdf,neighbour-count,,1,recurrence
A298277,papers/A298/A298277.pdf,neighbour-count,,1,order
A298280,papers/A298/A298280.pdf,neighbour-count,yes,4,order+recurrence
A298282,papers/A298/A298282.pdf,neighbour-count,,2,gf+recurrence
A298283,papers/A298/A298283.pdf,neighbour-count,,1,recurrence
A298287,papers/A298/A298287.pdf,neighbour-count,yes,4,order+recurrence
A298289,papers/A298/A298289.pdf,neighbour-count,,1,recurrence
A298290,papers/A298/A298290.pdf,neighbour-count,,1,recurrence
A298294,papers/A298/A298294.pdf,neighbour-count,yes,4,order+recurrence
A298315,papers/A298/A298315.pdf,neighbour-count,,1,recurrence
A298316,papers/A298/A298316.pdf,neighbour-count,,1,order
A298320,papers/A298/A298320.pdf,neighbour-count,yes,4,order+recurrence
A298323,papers/A298/A298323.pdf,neighbour-count,,1,recurrence
A298324,papers/A298/A298324.pdf,neighbour-count,,1,order
A298328,papers/A298/A298328.pdf,neighbour-count,yes,4,order+recurrence
A298332,papers/A298/A298332.pdf,neighbour-count,,1,recurrence
A298333,papers/A298/A298333.pdf,neighbour-count,,1,recurrence
A298337,papers/A298/A298337.pdf,neighbour-count,yes,4,order+recurrence
A298377,papers/A298/A298377.pdf,neighbour-count,,1,recurrence
A298378,papers/A298/A298378.pdf,neighbour-count,,1,order
A298382,papers/A298/A298382.pdf,neighbour-count,yes,4,order+recurrence
A298384,papers/A298/A298384.pdf,neighbour-count,,1,recurrence
A298385,papers/A298/A298385.pdf,neighbour-count,,1,order
A298389,papers/A298/A298389.pdf,neighbour-count,yes,4,order+recurrence
A298391,papers/A298/A298391.pdf,neighbour-count,,1,recurrence
A298392,papers/A298/A298392.pdf,neighbour-count,,1,order
A298396,papers/A298/A298396.pdf,neighbour-count,yes,4,order+recurrence
A298439,papers/A298/A298439.pdf,neighbour-count,,1,recurrence
A298440,papers/A298/A298440.pdf,neighbour-count,,1,recurrence
A298444,papers/A298/A298444.pdf,neighbour-count,yes,4,order+recurrence
A298448,papers/A298/A298448.pdf,neighbour-count,,1,recurrence
A298449,papers/A298/A298449.pdf,neighbour-count,,1,recurrence
A298450,papers/A298/A298450.pdf,neighbour-count,,1,recurrence
A298454,papers/A298/A298454.pdf,neighbour-count,yes,4,order+recurrence
A298456,papers/A298/A298456.pdf,neighbour-count,,1,recurrence
A298457,papers/A298/A298457.pdf,neighbour-count,,1,recurrence
A298461,papers/A298/A298461.pdf,neighbour-count,yes,4,order+recurrence
A298489,papers/A298/A298489.pdf,neighbour-count,,1,recurrence
A298490,papers/A298/A298490.pdf,neighbour-count,,1,recurrence
A298494,papers/A298/A298494.pdf,neighbour-count,yes,4,order+recurrence
A298496,papers/A298/A298496.pdf,neighbour-count,,1,recurrence
A298497,papers/A298/A298497.pdf,neighbour-count,,1,recurrence
A298501,papers/A298/A298501.pdf,neighbour-count,yes,4,order+recurrence
A298503,papers/A298/A298503.pdf,neighbour-count,,1,recurrence
A298504,papers/A298/A298504.pdf,neighbour-count,,1,recurrence
A298508,papers/A298/A298508.pdf,neighbour-count,yes,4,order+recurrence
A298542,papers/A298/A298542.pdf,neighbour-count,,1,recurrence
A298543,papers/A298/A298543.pdf,neighbour-count,,1,recurrence
A298547,papers/A298/A298547.pdf,neighbour-count,yes,4,order+recurrence
A298549,papers/A298/A298549.pdf,neighbour-count,,1,recurrence
A298550,papers/A298/A298550.pdf,neighbour-count,,1,order
A298554,papers/A298/A298554.pdf,neighbour-count,yes,4,order+recurrence
A298556,papers/A298/A298556.pdf,neighbour-count,,1,recurrence
A298560,papers/A298/A298560.pdf,neighbour-count,yes,4,order+recurrence
A298569,papers/A298/A298569.pdf,neighbour-count,,1,recurrence
A298570,papers/A298/A298570.pdf,neighbour-count,,1,recurrence
A298571,papers/A298/A298571.pdf,neighbour-count,,1,recurrence
A298575,papers/A298/A298575.pdf,neighbour-count,yes,3,order+recurrence
A298577,papers/A298/A298577.pdf,neighbour-count,,1,recurrence
A298578,papers/A298/A298578.pdf,neighbour-count,,1,recurrence
A298582,papers/A298/A298582.pdf,neighbour-count,yes,4,order+recurrence
A298584,papers/A298/A298584.pdf,neighbour-count,,1,recurrence
A298585,papers/A298/A298585.pdf,neighbour-count,,1,recurrence
A298589,papers/A298/A298589.pdf,neighbour-count,yes,4,order+recurrence
A298617,papers/A298/A298617.pdf,neighbour-count,,1,recurrence
A298618,papers/A298/A298618.pdf,neighbour-count,,1,recurrence
A298622,papers/A298/A298622.pdf,neighbour-count,yes,4,order+recurrence
A298624,papers/A298/A298624.pdf,neighbour-count,,1,recurrence
A298625,papers/A298/A298625.pdf,neighbour-count,,1,recurrence
A298629,papers/A298/A298629.pdf,neighbour-count,yes,4,order+recurrence
A298631,papers/A298/A298631.pdf,neighbour-count,,1,recurrence
A298632,papers/A298/A298632.pdf,neighbour-count,,1,recurrence
A298635,papers/A298/A298635.pdf,neighbour-count,yes,5,order+recurrence
A298653,papers/A298/A298653.pdf,neighbour-count,yes,4,order+recurrence
A298656,papers/A298/A298656.pdf,neighbour-count,,1,recurrence
A298660,papers/A298/A298660.pdf,neighbour-count,yes,4,order+recurrence
A298662,papers/A298/A298662.pdf,neighbour-count,,1,recurrence
A298663,papers/A298/A298663.pdf,neighbour-count,,1,recurrence
A298667,papers/A298/A298667.pdf,neighbour-count,yes,4,order+recurrence
A298707,papers/A298/A298707.pdf,neighbour-count,,1,recurrence
A298708,papers/A298/A298708.pdf,neighbour-count,,1,order
A298712,papers/A298/A298712.pdf,neighbour-count,yes,4,order+recurrence
A298714,papers/A298/A298714.pdf,neighbour-count,,1,recurrence
A298715,papers/A298/A298715.pdf,neighbour-count,,1,recurrence
A298719,papers/A298/A298719.pdf,neighbour-count,yes,4,order+recurrence
A298722,papers/A298/A298722.pdf,neighbour-count,,1,recurrence
A298723,papers/A298/A298723.pdf,neighbour-count,,1,recurrence
A298727,papers/A298/A298727.pdf,neighbour-count,yes,4,order+recurrence
A298765,papers/A298/A298765.pdf,neighbour-count,,1,recurrence
A298766,papers/A298/A298766.pdf,neighbour-count,,1,recurrence
A298770,papers/A298/A298770.pdf,neighbour-count,yes,4,order+recurrence
A298775,papers/A298/A298775.pdf,neighbour-count,yes,4,order+recurrence
A298777,papers/A298/A298777.pdf,neighbour-count,,1,recurrence
A298778,papers/A298/A298778.pdf,neighbour-count,,1,recurrence
A298782,papers/A298/A298782.pdf,neighbour-count,yes,4,order+recurrence
A298829,papers/A298/A298829.pdf,neighbour-count,,1,recurrence
A298830,papers/A298/A298830.pdf,neighbour-count,,1,recurrence
A298834,papers/A298/A298834.pdf,neighbour-count,yes,4,order+recurrence
A298836,papers/A298/A298836.pdf,neighbour-count,,1,recurrence
A298837,papers/A298/A298837.pdf,neighbour-count,,1,recurrence
A298841,papers/A298/A298841.pdf,neighbour-count,yes,4,order+recurrence
A298846,papers/A298/A298846.pdf,neighbour-count,yes,4,order+recurrence
A298888,papers/A298/A298888.pdf,neighbour-count,yes,4,order+recurrence
A298890,papers/A298/A298890.pdf,neighbour-count,,1,recurrence
A298891,papers/A298/A298891.pdf,neighbour-count,,1,recurrence
A298895,papers/A298/A298895.pdf,neighbour-count,yes,4,order+recurrence
A298897,papers/A298/A298897.pdf,neighbour-count,,1,recurrence
A298898,papers/A298/A298898.pdf,neighbour-count,,1,recurrence
A298899,papers/A298/A298899.pdf,neighbour-count,,1,recurrence
A298902,papers/A298/A298902.pdf,neighbour-count,yes,5,order+recurrence
A298914,papers/A298/A298914.pdf,neighbour-count,,1,recurrence
A298915,papers/A298/A298915.pdf,neighbour-count,,1,recurrence
A298916,papers/A298/A298916.pdf,neighbour-count,,1,recurrence
A298917,papers/A298/A298917.pdf,neighbour-count,yes,6,recurrence
A298919,papers/A298/A298919.pdf,neighbour-count,,1,recurrence
A298920,papers/A298/A298920.pdf,neighbour-count,,1,recurrence
A298921,papers/A298/A298921.pdf,neighbour-count,,1,recurrence
A298924,papers/A298/A298924.pdf,neighbour-count,yes,5,recurrence
A298926,papers/A298/A298926.pdf,neighbour-count,,1,recurrence
A298930,papers/A298/A298930.pdf,neighbour-count,yes,4,order+recurrence
A298954,papers/A298/A298954.pdf,neighbour-count,,1,recurrence
A298957,papers/A298/A298957.pdf,neighbour-count,yes,5,order+recurrence
A298959,papers/A298/A298959.pdf,neighbour-count,,1,recurrence
A298960,papers/A298/A298960.pdf,neighbour-count,,1,recurrence
A298961,papers/A298/A298961.pdf,neighbour-count,,1,recurrence
A298963,papers/A298/A298963.pdf,neighbour-count,yes,6,order+recurrence
A298965,papers/A298/A298965.pdf,neighbour-count,,1,recurrence
A298966,papers/A298/A298966.pdf,neighbour-count,,1,recurrence
A298967,papers/A298/A298967.pdf,neighbour-count,,1,order
A298970,papers/A298/A298970.pdf,neighbour-count,yes,4,order+recurrence
A298996,papers/A298/A298996.pdf,neighbour-count,,1,recurrence
A298997,papers/A298/A298997.pdf,neighbour-count,,1,recurrence
A299001,papers/A299/A299001.pdf,neighbour-count,yes,4,order+recurrence
A299003,papers/A299/A299003.pdf,neighbour-count,,1,recurrence
A299004,papers/A299/A299004.pdf,neighbour-count,,1,order
A299008,papers/A299/A299008.pdf,neighbour-count,yes,4,order+recurrence
A299010,papers/A299/A299010.pdf,neighbour-count,,1,recurrence
A299011,papers/A299/A299011.pdf,neighbour-count,,1,order
A299015,papers/A299/A299015.pdf,neighbour-count,yes,4,order+recurrence
A299047,papers/A299/A299047.pdf,neighbour-count,,1,recurrence
A299048,papers/A299/A299048.pdf,neighbour-count,,1,recurrence
A299052,papers/A299/A299052.pdf,neighbour-count,yes,4,order+recurrence
A299055,papers/A299/A299055.pdf,neighbour-count,,1,recurrence
A299056,papers/A299/A299056.pdf,neighbour-count,,1,recurrence
A299060,papers/A299/A299060.pdf,neighbour-count,yes,4,order+recurrence
A299062,papers/A299/A299062.pdf,neighbour-count,,1,recurrence
A299063,papers/A299/A299063.pdf,neighbour-count,,1,recurrence
A299064,papers/A299/A299064.pdf,neighbour-count,,1,order
A299067,papers/A299/A299067.pdf,neighbour-count,yes,1,recurrence
A299076,papers/A299/A299076.pdf,neighbour-count,,1,recurrence
A299077,papers/A299/A299077.pdf,neighbour-count,,1,recurrence
A299081,papers/A299/A299081.pdf,neighbour-count,yes,4,order+recurrence
A299084,papers/A299/A299084.pdf,neighbour-count,,1,recurrence
A299085,papers/A299/A299085.pdf,neighbour-count,,1,recurrence
A299089,papers/A299/A299089.pdf,neighbour-count,yes,4,order+recurrence
A299092,papers/A299/A299092.pdf,neighbour-count,,1,recurrence
A299093,papers/A299/A299093.pdf,neighbour-count,,1,order
A299097,papers/A299/A299097.pdf,neighbour-count,yes,4,order+recurrence
A299123,papers/A299/A299123.pdf,neighbour-count,,1,recurrence
A299124,papers/A299/A299124.pdf,neighbour-count,,1,order
A299128,papers/A299/A299128.pdf,neighbour-count,yes,4,order+recurrence
A299130,papers/A299/A299130.pdf,neighbour-count,,1,recurrence
A299131,papers/A299/A299131.pdf,neighbour-count,,1,recurrence
A299135,papers/A299/A299135.pdf,neighbour-count,yes,4,order+recurrence
A299137,papers/A299/A299137.pdf,neighbour-count,,2,gf+recurrence
A299138,papers/A299/A299138.pdf,neighbour-count,,1,recurrence
A299142,papers/A299/A299142.pdf,neighbour-count,yes,4,order+recurrence
A299176,papers/A299/A299176.pdf,neighbour-count,,1,recurrence
A299180,papers/A299/A299180.pdf,neighbour-count,yes,4,order+recurrence
A299182,papers/A299/A299182.pdf,neighbour-count,,1,recurrence
A299183,papers/A299/A299183.pdf,neighbour-count,,1,recurrence
A299187,papers/A299/A299187.pdf,neighbour-count,yes,4,order+recurrence
A299189,papers/A299/A299189.pdf,neighbour-count,,1,recurrence
A299190,papers/A299/A299190.pdf,neighbour-count,,1,order
A299194,papers/A299/A299194.pdf,neighbour-count,yes,4,order+recurrence
A299216,papers/A299/A299216.pdf,neighbour-count,,1,recurrence
A299217,papers/A299/A299217.pdf,neighbour-count,,1,order
A299221,papers/A299/A299221.pdf,neighbour-count,yes,1,order
A299223,papers/A299/A299223.pdf,neighbour-count,,1,recurrence
A299224,papers/A299/A299224.pdf,neighbour-count,,1,recurrence
A299228,papers/A299/A299228.pdf,neighbour-count,yes,4,order+recurrence
A299244,papers/A299/A299244.pdf,neighbour-count,,1,recurrence
A299245,papers/A299/A299245.pdf,neighbour-count,,1,order
A299249,papers/A299/A299249.pdf,neighbour-count,yes,4,order+recurrence
A299303,papers/A299/A299303.pdf,neighbour-count,,1,order
A299307,papers/A299/A299307.pdf,neighbour-count,yes,4,order+recurrence
A299309,papers/A299/A299309.pdf,neighbour-count,,1,recurrence
A299310,papers/A299/A299310.pdf,neighbour-count,,1,recurrence
A299314,papers/A299/A299314.pdf,neighbour-count,yes,4,order+recurrence
A299316,papers/A299/A299316.pdf,neighbour-count,,1,recurrence
A299317,papers/A299/A299317.pdf,neighbour-count,,1,recurrence
A299321,papers/A299/A299321.pdf,neighbour-count,yes,4,order+recurrence
A299329,papers/A299/A299329.pdf,neighbour-count,,1,recurrence
A299330,papers/A299/A299330.pdf,neighbour-count,,1,recurrence
A299331,papers/A299/A299331.pdf,neighbour-count,,1,order
A299340,papers/A299/A299340.pdf,neighbour-count,,1,recurrence
A299341,papers/A299/A299341.pdf,neighbour-count,,1,recurrence
A299345,papers/A299/A299345.pdf,neighbour-count,yes,4,order+recurrence
A299350,papers/A299/A299350.pdf,neighbour-count,yes,4,order+recurrence
A299359,papers/A299/A299359.pdf,neighbour-count,yes,4,order+recurrence
A299361,papers/A299/A299361.pdf,neighbour-count,,1,recurrence
A299362,papers/A299/A299362.pdf,neighbour-count,,1,recurrence
A299366,papers/A299/A299366.pdf,neighbour-count,yes,4,order+recurrence
A299368,papers/A299/A299368.pdf,neighbour-count,,1,recurrence
A299369,papers/A299/A299369.pdf,neighbour-count,,1,recurrence
A299373,papers/A299/A299373.pdf,neighbour-count,yes,4,order+recurrence
A299388,papers/A299/A299388.pdf,neighbour-count,yes,2,order+recurrence
A299393,papers/A299/A299393.pdf,neighbour-count,yes,4,order+recurrence
A299398,papers/A299/A299398.pdf,neighbour-count,yes,4,order+recurrence
A299446,papers/A299/A299446.pdf,neighbour-count,,1,recurrence
A299447,papers/A299/A299447.pdf,neighbour-count,,1,recurrence
A299451,papers/A299/A299451.pdf,neighbour-count,yes,4,order+recurrence
A299453,papers/A299/A299453.pdf,neighbour-count,,1,recurrence
A299454,papers/A299/A299454.pdf,neighbour-count,,1,order
A299458,papers/A299/A299458.pdf,neighbour-count,yes,4,order+recurrence
A299460,papers/A299/A299460.pdf,neighbour-count,,1,recurrence
A299461,papers/A299/A299461.pdf,neighbour-count,,1,order
A299465,papers/A299/A299465.pdf,neighbour-count,yes,4,order+recurrence
A299509,papers/A299/A299509.pdf,neighbour-count,,1,recurrence
A299510,papers/A299/A299510.pdf,neighbour-count,,1,order
A299514,papers/A299/A299514.pdf,neighbour-count,yes,4,order+recurrence
A299516,papers/A299/A299516.pdf,neighbour-count,,1,recurrence
A299517,papers/A299/A299517.pdf,neighbour-count,,1,recurrence
A299521,papers/A299/A299521.pdf,neighbour-count,yes,4,order+recurrence
A299523,papers/A299/A299523.pdf,neighbour-count,,1,recurrence
A299524,papers/A299/A299524.pdf,neighbour-count,,1,recurrence
A299528,papers/A299/A299528.pdf,neighbour-count,yes,4,order+recurrence
A299549,papers/A299/A299549.pdf,neighbour-count,,1,recurrence
A299550,papers/A299/A299550.pdf,neighbour-count,,1,recurrence
A299554,papers/A299/A299554.pdf,neighbour-count,yes,4,order+recurrence
A299556,papers/A299/A299556.pdf,neighbour-count,,1,recurrence
A299557,papers/A299/A299557.pdf,neighbour-count,,1,order
A299561,papers/A299/A299561.pdf,neighbour-count,yes,4,order+recurrence
A299563,papers/A299/A299563.pdf,neighbour-count,,1,order
A299567,papers/A299/A299567.pdf,neighbour-count,yes,4,order+recurrence
A299569,papers/A299/A299569.pdf,neighbour-count,,1,recurrence
A299570,papers/A299/A299570.pdf,neighbour-count,,1,recurrence
A299574,papers/A299/A299574.pdf,neighbour-count,yes,4,order+recurrence
A299576,papers/A299/A299576.pdf,neighbour-count,,1,recurrence
A299577,papers/A299/A299577.pdf,neighbour-count,,1,recurrence
A299581,papers/A299/A299581.pdf,neighbour-count,yes,4,order+recurrence
A299583,papers/A299/A299583.pdf,neighbour-count,,1,recurrence
A299584,papers/A299/A299584.pdf,neighbour-count,,1,order
A299588,papers/A299/A299588.pdf,neighbour-count,yes,4,order+recurrence
A299590,papers/A299/A299590.pdf,neighbour-count,,2,gf+recurrence
A299591,papers/A299/A299591.pdf,neighbour-count,,2,gf+recurrence
A299592,papers/A299/A299592.pdf,neighbour-count,,2,gf+recurrence
A299593,papers/A299/A299593.pdf,neighbour-count,,2,gf+recurrence
A299594,papers/A299/A299594.pdf,neighbour-count,,2,gf+recurrence
A299595,papers/A299/A299595.pdf,neighbour-count,yes,3,recurrence
A299597,papers/A299/A299597.pdf,neighbour-count,,1,recurrence
A299598,papers/A299/A299598.pdf,neighbour-count,,1,recurrence
A299602,papers/A299/A299602.pdf,neighbour-count,yes,4,order+recurrence
A299607,papers/A299/A299607.pdf,neighbour-count,yes,4,order+recurrence
A299612,papers/A299/A299612.pdf,neighbour-count,yes,4,order+recurrence
A299649,papers/A299/A299649.pdf,neighbour-count,,1,recurrence
A299650,papers/A299/A299650.pdf,neighbour-count,,1,recurrence
